and	and	그리고
chroniclers	chronicler	연대기 편자
lockjaw	lockjaw	자물쇠
lockjaws	lockjaw	자물쇠
gyre	gyre	선전
gyres	gyre	선전
pilaf	pilaf	필라프
pilafs	pilaf	필라프
prewar	prewar	전쟁 전
netball	netball	네트볼
netballs	netball	네트볼
telluride	telluride	텔루라이드
tellurides	telluride	텔루라이드
hematoma	hematoma	혈종
hematomas	hematoma	혈종
hematomata	hematoma	혈종
midwinter	midwinter	한겨울
midwinters	midwinter	한겨울
comparability	comparability	비교 가능성
comparabilities	comparability	비교 가능성
eaves	eaves	처마
girder	girder	도리
girders	girder	도리
lamentation	lamentation	비탄
lamentations	lamentation	비탄
thoroughbred	thoroughbred	우수한
thoroughbreds	thoroughbred	우수한
illogically	illogically	비논리적으로
woad	woad	큰 덩어리
woads	woad	큰 덩어리
thickly	thickly	두껍게
archivist	archivist	기록관
archivists	archivist	기록관
homonym	homonym	동음 이의어
homonyms	homonym	동음 이의어
empyrean	empyrean	제국에서는
empyreans	empyrean	제국에서는
discontinuity	discontinuity	불연속
discontinuities	discontinuity	불연속
groggily	groggily	비틀거리며
incineration	incineration	소각
incinerations	incineration	소각
gibbon	gibbon	긴팔원숭이
gibbons	gibbon	긴팔원숭이
svelte	svelte	호리호리한
svelter	svelte	호리호리한
sveltest	svelte	호리호리한
sommelier	sommelier	소믈리에
sommeliers	sommelier	소믈리에
inflexibility	inflexibility	경직성
inflexibilities	inflexibility	경직성
humpback	humpback	곱사등
humpbacks	humpback	곱사등
canter	canter	구보
cantered	canter	구보
cantering	canter	구보
canters	canter	구보
overfeed	overfeed	너무 많이 먹다
overfeeding	overfeed	너무 많이 먹다
overfeeds	overfeed	너무 많이 먹다
inexorable	inexorable	무정한
seder	seder	seder
seders	seder	seder
commutative	commutative	교환적
recode	recode	녹음하다
recoded	recode	녹음하다
recodes	recode	녹음하다
recoding	recode	녹음하다
manikin	manikin	마네킹
manikins	manikin	마네킹
annul	annul	무효
annulled	annul	무효
annulling	annul	무효
annuls	annul	무효
vascularity	vascularity	혈관성
vascularities	vascularity	혈관성
vole	vole	좋겠다
voles	vole	좋겠다
diabolic	diabolic	악마 같은
fastidious	fastidious	까다로운
certifiable	certifiable	인증 가능한
futzing	futzing	퍼징
venous	venous	정맥의
washout	washout	씻김
washouts	washout	씻김
sanctification	sanctification	신성화
sanctifications	sanctification	신성화
troller	troller	트롤러
trollers	troller	트롤러
polyphonic	polyphonic	다성음악의
backslide	backslide	뒤로 미끄러지다
backslidden	backslide	뒤로 미끄러지다
backslid	backslide	뒤로 미끄러지다
backslided	backslide	뒤로 미끄러지다
backslides	backslide	뒤로 미끄러지다
backslidings	backslide	뒤로 미끄러지다
brocade	brocade	브로케이드
brocaded	brocade	브로케이드
brocades	brocade	브로케이드
brocading	brocade	브로케이드
huskers	huskers	허스커
inductance	inductance	인덕턴스
inductances	inductance	인덕턴스
unobservant	unobservant	관찰하지 못하는
looseness	looseness	설사
hypodermic	hypodermic	피하
hypodermics	hypodermic	피하
loach	loach	미꾸라지
loaches	loach	미꾸라지
spectrometer	spectrometer	분광계
spectrometers	spectrometer	분광계
curio	curio	진품
curios	curio	진품
neoconservative	neoconservative	네오콘
neoconservatives	neoconservative	네오콘
unripe	unripe	설익은
unriper	unripe	설익은
unripest	unripe	설익은
heifer	heifer	어린 암소
heifers	heifer	어린 암소
curvier	curvier	매력적인
throng	throng	군중
thronged	throng	군중
thronging	throng	군중
throngings	throng	군중
throngs	throng	군중
bakelite	bakelite	베이클라이트
bakelites	bakelite	베이클라이트
bluestone	bluestone	블루스톤
bluestones	bluestone	블루스톤
gastronomy	gastronomy	요리법
gastronomies	gastronomy	요리법
mikado	mikado	마이킹
mikados	mikado	마이킹
encephalitis	encephalitis	뇌염
encephalitides	encephalitis	뇌염
encephalitises	encephalitis	뇌염
deification	deification	신격화
deifications	deification	신격화
referent	referent	지시대상
referents	referent	지시대상
shekel	shekel	셰켈
shekels	shekel	셰켈
repute	repute	평판
reputed	repute	평판
reputes	repute	평판
reputing	repute	평판
reputings	repute	평판
homogenization	homogenization	균질화
homogenizations	homogenization	균질화
excavate	excavate	발굴하다
excavated	excavate	발굴하다
excavates	excavate	발굴하다
excavating	excavate	발굴하다
minimization	minimization	최소화
minimizations	minimization	최소화
oiliness	oiliness	유질
oilinesses	oiliness	유질
enshrine	enshrine	모시다
enshrined	enshrine	모시다
enshrinees	enshrine	모시다
enshrines	enshrine	모시다
enshrining	enshrine	모시다
discolor	discolor	변색하다
discolored	discolor	변색하다
discoloring	discolor	변색하다
discolors	discolor	변색하다
cavalcade	cavalcade	기마대
cavalcades	cavalcade	기마대
scamper	scamper	질주
scampered	scamper	질주
scampering	scamper	질주
scampers	scamper	질주
superscript	superscript	어깨 기호
superscripts	superscript	어깨 기호
cantankerous	cantankerous	심술 궂은
heretofore	heretofore	지금까지
debriefing	debriefing	복명
intangibility	intangibility	만져서 알 수 없음
intangibilities	intangibility	만져서 알 수 없음
lingual	lingual	언어
linguals	lingual	언어
meiosis	meiosis	감수 분열
meioses	meiosis	감수 분열
aerate	aerate	공기를 공급하다
aerated	aerate	공기를 공급하다
aerates	aerate	공기를 공급하다
aerating	aerate	공기를 공급하다
unenthusiastic	unenthusiastic	열정적이지 않은
antifeminist	antifeminist	반페미니스트
antifeminists	antifeminist	반페미니스트
hoodlum	hoodlum	불량배
hoodlums	hoodlum	불량배
trigonometric	trigonometric	삼각법
magnetosphere	magnetosphere	자기권
magnetospheres	magnetosphere	자기권
neurochemical	neurochemical	신경화학
neurochemicals	neurochemical	신경화학
furtherance	furtherance	조성
furtherances	furtherance	조성
expatriate	expatriate	국외로 추방된
expatriated	expatriate	국외로 추방된
expatriates	expatriate	국외로 추방된
expatriating	expatriate	국외로 추방된
pimply	pimply	여드름이 나는
jostle	jostle	밀다
jostled	jostle	밀다
jostles	jostle	밀다
jostlings	jostle	밀다
blucher	blucher	블러셔
bluchers	blucher	블러셔
headstand	headstand	머리 받침대
headstands	headstand	머리 받침대
pillbox	pillbox	필박스
pillboxes	pillbox	필박스
staid	staid	가만히 있는
staider	staid	가만히 있는
staidest	staid	가만히 있는
enfeeble	enfeeble	약해지게 하다
enfeebled	enfeeble	약해지게 하다
enfeebles	enfeeble	약해지게 하다
enfeebling	enfeeble	약해지게 하다
italicize	italicize	이탤릭체로 하다
italicized	italicize	이탤릭체로 하다
italicizes	italicize	이탤릭체로 하다
italicizing	italicize	이탤릭체로 하다
superficiality	superficiality	수박
superficialities	superficiality	수박
woodwind	woodwind	목관 악기
woodwinds	woodwind	목관 악기
moralist	moralist	도학자
moralists	moralist	도학자
dissension	dissension	불화
dissensions	dissension	불화
whiniest	whiniest	가장 징징거리는
indelible	indelible	지울 수 없는
uruguayan	uruguayan	우루과이 사람
uruguayans	uruguayan	우루과이 사람
shortsightedness	shortsightedness	근시안
shortsightednesses	shortsightedness	근시안
guaranty	guaranty	보증
guaranties	guaranty	보증
seashore	seashore	해변
seashores	seashore	해변
epistle	epistle	서간
epistles	epistle	서간
ladylike	ladylike	여성스러운
turnkey	turnkey	턴키
turnkeys	turnkey	턴키
contrivance	contrivance	연구
contrivances	contrivance	연구
touchline	touchline	터치라인
touchlines	touchline	터치라인
jockstrap	jockstrap	서포터
jockstraps	jockstrap	서포터
dither	dither	떨림
dithered	dither	떨림
dithering	dither	떨림
dithers	dither	떨림
interconnectedness	interconnectedness	상호 연결성
interconnectednesses	interconnectedness	상호 연결성
denture	denture	틀니
dentures	denture	틀니
rashly	rashly	경솔하게
pigskin	pigskin	안장
pigskins	pigskin	안장
harrow	harrow	써레
harrowed	harrow	써레
harrowing	harrow	써레
harrows	harrow	써레
housebound	housebound	집에만 있는
scallop	scallop	가리비
scalloped	scallop	가리비
scalloping	scallop	가리비
scallops	scallop	가리비
stodgy	stodgy	답답한
stodgiest	stodgy	답답한
stodgier	stodgy	답답한
homesickness	homesickness	향수
homesicknesses	homesickness	향수
dama	dama	흔들다
damas	dama	흔들다
dramatize	dramatize	극화하다
dramatized	dramatize	극화하다
dramatizes	dramatize	극화하다
dramatizing	dramatize	극화하다
timeliness	timeliness	적시
timelinesses	timeliness	적시
tantra	tantra	탄트라
tantras	tantra	탄트라
arrears	arrears	미불
limpet	limpet	삿갓조개
limpets	limpet	삿갓조개
bluing	bluing	블루잉
strenuously	strenuously	열심히
quizzical	quizzical	이상한
carport	carport	간이 차고
carports	carport	간이 차고
suggestively	suggestively	암시적으로
sahib	sahib	소유자
sahibs	sahib	소유자
stiffing	stiffing	딱딱한
heterodox	heterodox	이단적인
kindhearted	kindhearted	친절한
medicinally	medicinally	의학적으로
timidly	timidly	소심하게
underestimation	underestimation	싼 견적
underestimations	underestimation	싼 견적
microscopy	microscopy	현미경
microscopies	microscopy	현미경
unset	unset	설정되지 않음
azimuth	azimuth	방위각
azimuths	azimuth	방위각
revue	revue	리뷰
revues	revue	리뷰
polytechnic	polytechnic	공예 학교
polytechnics	polytechnic	공예 학교
sympathetically	sympathetically	동정적으로
commandant	commandant	사령관
commandants	commandant	사령관
garbo	garbo	가르보
garbos	garbo	가르보
amine	amine	아민
amines	amine	아민
reassert	reassert	다시 주장하다
reasserted	reassert	다시 주장하다
reasserting	reassert	다시 주장하다
reasserts	reassert	다시 주장하다
lethally	lethally	치명적으로
canna	canna	지팡이
cannas	canna	지팡이
epidermis	epidermis	표피
epidermises	epidermis	표피
senility	senility	노쇠
senilities	senility	노쇠
persimmon	persimmon	감
persimmons	persimmon	감
sabine	sabine	사빈
sabines	sabine	사빈
nincompoop	nincompoop	멍청이
nincompoops	nincompoop	멍청이
heredity	heredity	유전
heredities	heredity	유전
collet	collet	콜레트
collets	collet	콜레트
damnable	damnable	저주 받을 만한
cataphract	cataphract	백내장
cataphracts	cataphract	백내장
justifier	justifier	신이 옳다고 하다
justifiers	justifier	신이 옳다고 하다
doubter	doubter	의심하는 사람
doubters	doubter	의심하는 사람
lawman	lawman	법률가
lawmen	lawman	법률가
cerebellum	cerebellum	소뇌
cerebella	cerebellum	소뇌
cerebellums	cerebellum	소뇌
mineshaft	mineshaft	폐광
mineshafts	mineshaft	폐광
demiurge	demiurge	조물주
demiurges	demiurge	조물주
substantiation	substantiation	실증
substantiations	substantiation	실증
beckon	beckon	꾀어 부르다
beckoned	beckon	꾀어 부르다
beckoning	beckon	꾀어 부르다
beckons	beckon	꾀어 부르다
kaffir	kaffir	카피르
kaffirs	kaffir	카피르
menstruate	menstruate	월경하다
menstruated	menstruate	월경하다
menstruates	menstruate	월경하다
menstruating	menstruate	월경하다
lakeland	lakeland	레이크랜드
lakelands	lakeland	레이크랜드
porker	porker	돼지고기
porkers	porker	돼지고기
straggler	straggler	낙오자
stragglers	straggler	낙오자
anklet	anklet	발찌
anklets	anklet	발찌
introspect	introspect	성찰하다
introspected	introspect	성찰하다
introspecting	introspect	성찰하다
introspects	introspect	성찰하다
motility	motility	운동성
motilities	motility	운동성
chewer	chewer	씹는 사람
chewers	chewer	씹는 사람
attentively	attentively	주의 깊게
jute	jute	주트 사람
disfigure	disfigure	변형하다
disfigured	disfigure	변형하다
disfigures	disfigure	변형하다
disfiguring	disfigure	변형하다
belligerently	belligerently	호전적으로
sequestration	sequestration	격리
sequestrations	sequestration	격리
americanism	americanism	미국 기질
americanisms	americanism	미국 기질
wetland	wetland	습지
wetlands	wetland	습지
myoglobin	myoglobin	미오글로빈
myoglobins	myoglobin	미오글로빈
evilly	evilly	사악하게
zombi	zombi	둘 다
zombis	zombi	둘 다
conveyer	conveyer	운반 장치
conveyers	conveyer	운반 장치
shenanigan	shenanigan	헛소리
shenanigans	shenanigan	헛소리
calorific	calorific	발열량
guestimate	guestimate	손님 견적
guestimates	guestimate	손님 견적
pipa	pipa	파이프
pipas	pipa	파이프
balderdash	balderdash	대머리
balderdashes	balderdash	대머리
millstone	millstone	맷돌
millstones	millstone	맷돌
reentering	reentering	재진입
disembowel	disembowel	배변을 빼다
disemboweled	disembowel	배변을 빼다
disemboweling	disembowel	배변을 빼다
disembowelled	disembowel	배변을 빼다
disembowelling	disembowel	배변을 빼다
disembowels	disembowel	배변을 빼다
unmemorable	unmemorable	기억에 남는
verisimilitude	verisimilitude	있을 법함
verisimilitudes	verisimilitude	있을 법함
promethazine	promethazine	프로메타진
promethazines	promethazine	프로메타진
stegosaurus	stegosaurus	스테고사우루스
stegosauruses	stegosaurus	스테고사우루스
disclaim	disclaim	버리다
disclaimed	disclaim	버리다
disclaiming	disclaim	버리다
disclaims	disclaim	버리다
patten	patten	패턴
pattens	patten	패턴
tobogganing	tobogganing	터보건
foghorn	foghorn	무적
foghorns	foghorn	무적
understudy	understudy	임시 대역 배우
understudies	understudy	임시 대역 배우
understudied	understudy	임시 대역 배우
understudying	understudy	임시 대역 배우
cinnabar	cinnabar	단사
cinnabars	cinnabar	단사
razzle	razzle	야단법석
razzles	razzle	야단법석
spacefaring	spacefaring	우주 여행
spacefarings	spacefaring	우주 여행
concordat	concordat	협약
concordats	concordat	협약
seedless	seedless	씨 없는
polonium	polonium	폴로늄
poloniums	polonium	폴로늄
caraway	caraway	캐러웨이
caraways	caraway	캐러웨이
talcum	talcum	활석
talcums	talcum	활석
salutation	salutation	인사말
salutations	salutation	인사말
osteoarthritis	osteoarthritis	골관절염
osteoarthritises	osteoarthritis	골관절염
chitin	chitin	키틴
chitins	chitin	키틴
metis	metis	놓다
metisses	metis	놓다
rifting	rifting	균열
choctaw	choctaw	촉토
choctaws	choctaw	촉토
axon	axon	축삭
axons	axon	축삭
intravenously	intravenously	정맥 주사로
autoclave	autoclave	오토클레이브
autoclaved	autoclave	오토클레이브
autoclaves	autoclave	오토클레이브
autoclaving	autoclave	오토클레이브
radian	radian	라디안
radians	radian	라디안
restatement	restatement	재진술
restatements	restatement	재진술
strabismus	strabismus	사시
strabismuses	strabismus	사시
blunderbuss	blunderbuss	실수 버스
blunderbusses	blunderbuss	실수 버스
